uuid,level,id,name,parent,children,include,pnzRegional,path,how,wardMap,pnz,pnzMayor,enrolBy,starting,ending,contact
8f9e63ad-ead0-4ae8-aaa3-e58be2018245,board,zzzzzzzzzzzzzzzzzzzy,Devonport-Takapuna,a7c9f227-2601-4100-912b-46e21cd64a6e,c10f243d-4651-4eab-92de-92f7a25f4256,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/5LcejaRWTJoYW3rI9mgN/boards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
a7c9f227-2601-4100-912b-46e21cd64a6e,ward,5LcejaRWTJoYW3rI9mgN,North Shore,fc33792e-b6f8-4525-a115-9fed6adbe91c,df7ee415-1bbd-45a8-90d6-e62e75f1560e|d2ba29f6-e603-41d0-991a-dcda96f0c9fe,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/5LcejaRWTJoYW3rI9mgN,,,auckland-council-north-shore-ward,,,,,
0b6c3abd-1db7-43db-9c7a-61b8dbb1962e,subdivision,zzzzzzzzzzzzzzzzzzzx,Papatoetoe,2a848f8f-4e0a-4e1e-a7b5-1991810391d8,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,otara-papatoetoe-local-board-papatoetoe-subdivision,,,,,
96a33126-3dbc-4a57-8d11-2e44b70ecc47,subdivision,zzzzzzzzzzzzzzzzzzzy,Ōtara,2a848f8f-4e0a-4e1e-a7b5-1991810391d8,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,otara-papatoetoe-local-board-otara-subdivision,,,,,
2a848f8f-4e0a-4e1e-a7b5-1991810391d8,board,zzzzzzzzzzzzzzzzzzzx,Ōtara-Papatoetoe,61b77930-1dc0-4188-aba4-78329669eca1,0c64a910-b8cf-4e69-90e0-de93041c0e0e|eb35a466-9016-43a6-9c56-07b24157e50c,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY/boards/zzzzzzzzzzzzzzzzzzzx,,,,,,,,
01170f47-c136-41ad-8f84-3c22ef5bc945,subdivision,zzzzzzzzzzzzzzzzzzzy,Māngere-Ōtāhuhu,e457579d-6c51-4abd-b197-be6a9aa43908,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,mangere-otahuhu-local-board,,,,,
e457579d-6c51-4abd-b197-be6a9aa43908,board,zzzzzzzzzzzzzzzzzzzy,Māngere-Ōtāhuhu,61b77930-1dc0-4188-aba4-78329669eca1,b87bc193-1d7c-45c4-9143-9f39d2377fe1,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY/boards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
61b77930-1dc0-4188-aba4-78329669eca1,ward,AULpQphVk9eQc7uW9vQY,Manukau,fc33792e-b6f8-4525-a115-9fed6adbe91c,e3f0f0a7-396f-46fa-a95f-01f6864646b7|b64a9a0a-8d9e-4017-b542-cd0944dcf56e,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/AULpQphVk9eQc7uW9vQY,,,auckland-council-manukau-ward,,,,,
6f146eb0-6864-4878-88cb-6d6f41e6612a,subdivision,zzzzzzzzzzzzzzzzzzzy,Papakura,f719035d-ea3a-4535-9529-76232cba0bd7,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,papakura-local-board,,,,,
f719035d-ea3a-4535-9529-76232cba0bd7,board,zzzzzzzzzzzzzzzzzzzx,Papakura,7807d513-fe9d-4ebd-a793-3a381eae5c8d,5d305006-85bf-4e9f-b58c-283ba24c42eb,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzx,,,,,,,,
a00c9878-11c3-48c7-83df-18ede2119474,subdivision,zzzzzzzzzzzzzzzzzzzy,Manurewa,7a768520-edb6-47d6-a914-722306cda3f9,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,manurewa-local-board,,,,,
7a768520-edb6-47d6-a914-722306cda3f9,board,zzzzzzzzzzzzzzzzzzzy,Manurewa,7807d513-fe9d-4ebd-a793-3a381eae5c8d,d5fee73b-7e5a-4806-bfe9-37683533dbde,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo/boards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
7807d513-fe9d-4ebd-a793-3a381eae5c8d,ward,cHFa1VnpIhfeIld4ArBo,Manurewa-Papakura,fc33792e-b6f8-4525-a115-9fed6adbe91c,b3aceabf-2ade-409e-bb7d-8421938ef96b|93f81c86-dac0-436b-a505-32cb700482e0,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/cHFa1VnpIhfeIld4ArBo,,,auckland-council-manurewa-papakura-ward,,,,,
a32bb581-1744-49c2-8850-145aeb3f6471,subdivision,zzzzzzzzzzzzzzzzzzzx,Ōwairaka,2029a7ec-75f7-491e-ab93-ea9ac7ddb026,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,albert-eden-local-board-owairaka-subdivision,,,,,
08d52281-7af8-45c5-9072-7f3439649016,subdivision,zzzzzzzzzzzzzzzzzzzy,Maungawhau,2029a7ec-75f7-491e-ab93-ea9ac7ddb026,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,albert-eden-local-board-maungawhau-subdivision,,,,,
2029a7ec-75f7-491e-ab93-ea9ac7ddb026,board,zzzzzzzzzzzzzzzzzzzw,Albert-Eden,1306b659-46d0-4706-937e-6808e9802023,8713b921-54a6-41d6-a5fe-a9dec8ab609c|b19972a5-6fea-4c35-94dd-04693d14daa2,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzw,,,,,,,,
4aa71062-f82f-432a-894b-6b1fff8ce09b,subdivision,zzzzzzzzzzzzzzzzzzzy,Ōrākei,c91da0dc-ce5f-4cc9-a3d4-66228d70bc16,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,orakei-local-board,,,,,
c91da0dc-ce5f-4cc9-a3d4-66228d70bc16,board,zzzzzzzzzzzzzzzzzzzx,Ōrākei,1306b659-46d0-4706-937e-6808e9802023,5d55ed3a-5655-4e1e-ac2b-e4472a216ba2,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzx,,,,,,,,
5c65e32c-5915-45a9-8e29-b77af7bf4b34,subdivision,zzzzzzzzzzzzzzzzzzzx,Tāmaki,8d471658-2a3a-4d46-ab9c-1e9f028a49f4,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,maungakiekie-tamaki-local-board-tamaki-subdivision,,,,,
15621757-8459-4c4f-9c3d-78e606e38fb2,subdivision,zzzzzzzzzzzzzzzzzzzy,Maungakiekie,8d471658-2a3a-4d46-ab9c-1e9f028a49f4,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,maungakiekie-tamaki-local-board-maungakiekie-subdivision,,,,,
8d471658-2a3a-4d46-ab9c-1e9f028a49f4,board,zzzzzzzzzzzzzzzzzzzy,Maungakiekie-Tāmaki,1306b659-46d0-4706-937e-6808e9802023,d68c4863-3585-413c-9764-ce18f0a7a170|4555b09e-69aa-43c7-8bbb-76073b1b4019,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO/boards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
1306b659-46d0-4706-937e-6808e9802023,ward,iYYyRiS14684v1Zl9QKO,Maungakiekie-Tāmaki,fc33792e-b6f8-4525-a115-9fed6adbe91c,d441db90-a7a0-423b-a06b-98281d61c29c|9fe951e3-e760-4e89-8542-24a228b1d08d|7cbb24c4-88ff-4f62-bd05-68f49ca1fdd6,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/iYYyRiS14684v1Zl9QKO,,,auckland-council-maungakiekie-tamaki-ward,,,,,
47d49ce0-feb1-4945-9038-907bef540554,subdivision,zzzzzzzzzzzzzzzzzzzw,Pakuranga,7f7e9cf3-f57f-4cae-a7bb-305255265f3c,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzw,,,howick-local-board-pakuranga-subdivision,,,,,
740eff71-961c-4c09-a04a-956dc1845945,subdivision,zzzzzzzzzzzzzzzzzzzx,Howick,7f7e9cf3-f57f-4cae-a7bb-305255265f3c,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,howick-local-board-howick-subdivision,,,,,
25c77be4-6e0c-43ac-83a1-1aef5a2f0105,subdivision,zzzzzzzzzzzzzzzzzzzy,Botany,7f7e9cf3-f57f-4cae-a7bb-305255265f3c,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,howick-local-board-botany-subdivision,,,,,
7f7e9cf3-f57f-4cae-a7bb-305255265f3c,board,zzzzzzzzzzzzzzzzzzzw,Howick,51cb6ac0-474d-49a5-b13f-360c3bd3e114,63c448ee-60c6-4ec9-a727-01ec20675096|00077381-d7e0-40f2-add5-b1fcb1995987|908aaa1c-e073-4e0b-b037-73e6fa024643,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF/boards/zzzzzzzzzzzzzzzzzzzw,,,,,,,,
51cb6ac0-474d-49a5-b13f-360c3bd3e114,ward,sNe0C0FCLog9KuvwGPxF,Howick,fc33792e-b6f8-4525-a115-9fed6adbe91c,60e442ea-650a-4a9e-aec7-840c3d306b22,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/sNe0C0FCLog9KuvwGPxF,,,auckland-council-howick-ward,,,,,
5e0f855c-37be-4987-965f-10c7619996b4,subdivision,zzzzzzzzzzzzzzzzzzzw,Waiuku,67a250f5-c3d3-484b-8193-08fdce9dac01,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzw,,,franklin-local-board-waiuku-subdivision,,,,,
adbec8eb-f58b-4535-82b8-4b4b23b7c06d,subdivision,zzzzzzzzzzzzzzzzzzzx,Wairoa,67a250f5-c3d3-484b-8193-08fdce9dac01,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,franklin-local-board-wairoa-subdivision,,,,,
7df9f4e0-42bb-431d-b18f-dde39f750b32,subdivision,zzzzzzzzzzzzzzzzzzzy,Pukekohe,67a250f5-c3d3-484b-8193-08fdce9dac01,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,franklin-local-board-pukekohe-subdivision,,,,,
67a250f5-c3d3-484b-8193-08fdce9dac01,board,zzzzzzzzzzzzzzzzzzzy,Franklin,d85bbea7-2726-4958-a1d6-f8bdd9394974,bf4b565b-8b74-4a22-89ce-1f3ada189c72|d9ea5c2a-3fd9-4344-a9cf-d7fd62838a4c|27b8a0e8-b9bb-49b8-aefb-462cb552948a,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw/boards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
d85bbea7-2726-4958-a1d6-f8bdd9394974,ward,zzzzzzzzzzzzzzzzzzzw,Franklin,fc33792e-b6f8-4525-a115-9fed6adbe91c,61af67a9-c306-47e2-8eb5-37d733a28cb0,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzw,,,auckland-council-franklin-ward,,,,,
a4437dfa-de56-446e-b0e9-6713c1e96817,subdivision,zzzzzzzzzzzzzzzzzzzx,Ōwairaka,7b45065d-f2d6-4eeb-9023-b0942dec432d,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzv/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,albert-eden-local-board-owairaka-subdivision,,,,,
a8d936eb-9f52-4f45-967b-1b869456855f,subdivision,zzzzzzzzzzzzzzzzzzzy,Maungawhau,7b45065d-f2d6-4eeb-9023-b0942dec432d,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzv/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,albert-eden-local-board-maungawhau-subdivision,,,,,
7b45065d-f2d6-4eeb-9023-b0942dec432d,board,zzzzzzzzzzzzzzzzzzzv,Albert-Eden,bd5e3e8f-1ad5-4246-8cf0-1e6203df5cb6,2fdea52a-5f39-4593-9e53-f7c3bf08d026|dd175830-28ed-445c-9053-c8eda248654b,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzv,,,,,,,,
c94f6311-f0c3-4123-b4b1-f7932f98c45b,subdivision,zzzzzzzzzzzzzzzzzzzx,Tāmaki,21783484-2610-4797-86af-3520a735a327,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,maungakiekie-tamaki-local-board-tamaki-subdivision,,,,,
347f7606-0e8e-441f-ada1-4ac162d77583,subdivision,zzzzzzzzzzzzzzzzzzzy,Maungakiekie,21783484-2610-4797-86af-3520a735a327,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzw/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,maungakiekie-tamaki-local-board-maungakiekie-subdivision,,,,,
21783484-2610-4797-86af-3520a735a327,board,zzzzzzzzzzzzzzzzzzzw,Maungakiekie-Tāmaki,bd5e3e8f-1ad5-4246-8cf0-1e6203df5cb6,96d48ba6-b668-41ad-917a-1095b86f2d01|7e1ad23b-6621-4667-8177-2444f1143b97,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzw,,,,,,,,
4aafde85-730c-456a-9e9d-a7ba16e1ed5e,subdivision,zzzzzzzzzzzzzzzzzzzy,Puketāpapa,c2e13ba6-c984-43f3-9235-84c1b880b8ca,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,puketapapa-local-board,,,,,
c2e13ba6-c984-43f3-9235-84c1b880b8ca,board,zzzzzzzzzzzzzzzzzzzx,Puketāpapa,bd5e3e8f-1ad5-4246-8cf0-1e6203df5cb6,a9175d7c-b53c-4869-9cd9-df732fdd9d73,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzx,,,,,,,,
87a4f45e-306d-4545-8287-62a65c815e06,subdivision,zzzzzzzzzzzzzzzzzzzy,Waitematā,8895f028-1f40-41e1-8d4f-9769626abcdd,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,waitemata-local-board,,,,,
8895f028-1f40-41e1-8d4f-9769626abcdd,board,zzzzzzzzzzzzzzzzzzzy,Waitematā,bd5e3e8f-1ad5-4246-8cf0-1e6203df5cb6,a6024d38-607b-40a3-8756-3a422c2120d1,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx/boards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
bd5e3e8f-1ad5-4246-8cf0-1e6203df5cb6,ward,zzzzzzzzzzzzzzzzzzzx,Albert-Eden-Puketāpapa,fc33792e-b6f8-4525-a115-9fed6adbe91c,dc4c33ab-28b1-4e46-975d-951a885c4057|3ea800cc-bab9-43ef-9951-4ae909bfb592|c47ee038-bd63-45b8-ba66-ec70d2d13fca|70afa51e-2bfd-42eb-af05-a243ea0d9123,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzx,,,auckland-council-albert-eden-puketapapa-ward,,,,,
e012e6e1-e6b3-4f41-9353-e1e467ae1eca,subdivision,zzzzzzzzzzzzzzzzzzzx,East Coast Bays,f4e50d3b-e4f3-4a06-a487-65ead3311bfd,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzx,,,hibiscus-and-bays-local-board-east-coast-bays-subdivision,,,,,
77cc3b3e-c34f-47f6-8f2c-31b2e3eee7c8,subdivision,zzzzzzzzzzzzzzzzzzzy,Hibiscus Coast,f4e50d3b-e4f3-4a06-a487-65ead3311bfd,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzx/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,hibiscus-and-bays-local-board-hibiscus-coast-subdivision,,,,,
f4e50d3b-e4f3-4a06-a487-65ead3311bfd,board,zzzzzzzzzzzzzzzzzzzx,Hibiscus and Bays,502df8f7-b78d-449a-9a2f-c8a35e1ab7ad,5920d2fa-75a1-4c14-ab48-5fc7b924db78|5dd126f6-ca18-4618-b85e-ac77b8eb6dfb,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzx,,,,,,,,
f8d29551-f5c4-4c2c-9ff4-fa09867a1221,subdivision,zzzzzzzzzzzzzzzzzzzy,Upper Harbour,51b4114e-6373-4c8e-aac4-32982ff289d9,,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzy/subdivisions/zzzzzzzzzzzzzzzzzzzy,,,upper-harbour-local-board,,,,,
51b4114e-6373-4c8e-aac4-32982ff289d9,board,zzzzzzzzzzzzzzzzzzzy,Upper Harbour,502df8f7-b78d-449a-9a2f-c8a35e1ab7ad,ad85fa5f-9ecf-4c1c-88e8-01fdc0bf9818,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy/boards/zzzzzzzzzzzzzzzzzzzy,,,,,,,,
502df8f7-b78d-449a-9a2f-c8a35e1ab7ad,ward,zzzzzzzzzzzzzzzzzzzy,Albany,fc33792e-b6f8-4525-a115-9fed6adbe91c,1be23e54-efde-470d-b448-fe6fc76401b3|8148f1e2-c782-4b95-a3fb-6d0661e30781,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy/wards/zzzzzzzzzzzzzzzzzzzy,,,auckland-council-albany-ward,,,,,
fc33792e-b6f8-4525-a115-9fed6adbe91c,district,zzzzzzzzzzzzzzzzzzzy,Auckland,5f31b823-b0fc-4bea-9a1d-8c02c5cb03ab,a990e9a8-4eac-4df1-9f8a-90d96118dd62|0521f32c-1209-4853-83ff-ee20a934425e|905f7eea-4e3f-408f-ae86-ea999d6cb482|ea00f5f2-c489-4e1f-aba6-a8ed63c45035|8e7ad32a-3824-4548-9653-4e60258f12d6|9d9ae765-2dcd-4c88-82fa-302117129c0d|ae589487-a182-4e1b-b244-e8435c6097b7|8266533c-5318-4789-93e2-d2113d72683f|41b9981e-3fc8-4876-a8f0-2efe7c1abf7b|1d31cfcb-45af-4e08-a20b-f131d0a9c573|0dc91383-c143-480d-8eef-bd8acc3564b1|bb3e7a8b-ae3e-426a-859b-8cb8db349230|06258c33-628c-49bf-8f65-45cd0372ef68,true,,regions/zzzzzzzzzzzzzzzzzzzy/districts/zzzzzzzzzzzzzzzzzzzy,FPP,https://www.aucklandcouncil.govt.nz/about-auckland-council/how-auckland-council-works/governing-body-wards-committees/wards/Pages/find-your-ward.aspx,,auckland-council-mayoral,,,,
5f31b823-b0fc-4bea-9a1d-8c02c5cb03ab,region,zzzzzzzzzzzzzzzzzzzy,Auckland,,b6b5dc82-7351-498e-b748-a040bff9deaf,true,,regions/zzzzzzzzzzzzzzzzzzzy,FPP,,,,,,,auckland@generationzero.org.nz
